Season,Date,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,HomeTeamxG,AwayTeamxG
2022,2022-10-20,Barcelona,Villarreal,3,0,3.61604,0.503294
2022,2022-10-22,Valencia,Mallorca,1,2,1.07022,1.25148
2022,2022-10-22,Real Madrid,Sevilla,3,1,2.17678,0.518059
2022,2022-10-23,Girona,Osasuna,1,1,0.666875,0.693721
2022,2022-10-23,Villarreal,Almeria,2,1,0.852495,1.24152
2022,2022-10-29,Valencia,Barcelona,0,1,0.187414,2.33418
2022,2022-10-30,Real Madrid,Girona,1,1,2.65755,1.99848
2022,2022-10-31,Elche,Getafe,0,1,1.22713,0.372744
2022,2022-11-05,Getafe,Cadiz,0,0,0.517067,1.24542
2022,2022-11-05,Barcelona,Almeria,2,0,4.33587,0.538049
2022,2022-11-06,Villarreal,Mallorca,0,2,0.429852,0.704012
2022,2022-11-08,Elche,Girona,1,2,0.914455,2.20883
2022,2022-11-08,Osasuna,Barcelona,1,2,1.23564,1.01467
2022,2022-11-09,Almeria,Getafe,1,0,0.346293,0.451929
2022,2022-11-10,Real Madrid,Cadiz,2,1,1.73107,1.11674
2022,2022-12-30,Getafe,Mallorca,2,0,1.32751,0.359715
2022,2022-12-30,Cadiz,Almeria,1,1,1.57833,2.22992
2022,2022-12-31,Villarreal,Valencia,2,1,2.37349,1.16707
2022,2023-01-06,Valencia,Cadiz,0,1,0.495475,0.434224
2022,2023-01-07,Villarreal,Real Madrid,2,1,2.41742,2.16674
2022,2023-01-08,Sevilla,Getafe,2,1,1.21643,1.17518
2022,2023-01-14,Girona,Sevilla,2,1,2.8461,0.784402
2022,2023-01-14,Osasuna,Mallorca,1,0,1.19142,0.523266
2022,2023-01-16,Cadiz,Elche,1,1,1.40204,0.654686
2022,2023-01-21,Sevilla,Cadiz,1,0,1.66028,0.0765073
2022,2023-01-22,Elche,Osasuna,1,1,2.36237,0.607835
2022,2023-01-22,Barcelona,Getafe,1,0,0.712066,1.2457
2022,2023-01-22,Villarreal,Girona,1,0,2.79546,0.637476
2022,2023-01-23,Valencia,Almeria,2,2,2.70702,1.68834
2022,2023-01-28,Cadiz,Mallorca,2,0,1.8313,0.306812
2022,2023-01-28,Girona,Barcelona,0,1,0.893789,0.981042
2022,2023-01-28,Sevilla,Elche,3,0,3.27297,0.340633
2022,2023-02-02,Real Madrid,Valencia,2,0,2.60454,0.213484
2022,2023-02-04,Elche,Villarreal,3,1,2.88986,1.48923
2022,2023-02-05,Girona,Valencia,1,0,2.57015,0.877751
2022,2023-02-05,Mallorca,Real Madrid,1,0,0.241595,1.39842
2022,2023-02-05,Barcelona,Sevilla,3,0,3.09763,0.0413799
2022,2023-02-10,Cadiz,Girona,2,0,0.717862,0.213596
2022,2023-02-11,Sevilla,Mallorca,2,0,2.16804,0.206824
2022,2023-02-12,Villarreal,Barcelona,0,1,1.05151,1.37827
2022,2023-02-15,Real Madrid,Elche,4,0,4.04364,0.619125
2022,2023-02-17,Girona,Almeria,6,2,3.22586,1.23696
2022,2023-02-18,Mallorca,Villarreal,4,2,2.74393,1.01893
2022,2023-02-18,Osasuna,Real Madrid,0,2,0.400542,1.86475
2022,2023-02-19,Barcelona,Cadiz,2,0,2.28935,1.404
2022,2023-02-20,Getafe,Valencia,1,0,2.13388,1.09398
2022,2023-02-26,Sevilla,Osasuna,2,3,2.38177,1.34283
2022,2023-02-26,Almeria,Barcelona,1,0,0.828027,1.15571
2022,2023-02-27,Villarreal,Getafe,2,1,1.9115,0.467981
2022,2023-03-04,Getafe,Girona,3,2,1.86918,0.845978
2022,2023-03-04,Almeria,Villarreal,0,2,0.371041,2.37286
2022,2023-03-04,Mallorca,Elche,0,1,0.96231,0.957134
2022,2023-03-05,Barcelona,Valencia,1,0,2.09199,0.629336
2022,2023-03-10,Cadiz,Getafe,2,2,1.73207,2.6986
2022,2023-03-11,Valencia,Osasuna,1,0,1.84171,0.257674
2022,2023-03-12,Sevilla,Almeria,2,1,3.15875,1.51939
2022,2023-03-18,Almeria,Cadiz,1,1,2.69365,1.13127
2022,2023-03-19,Barcelona,Real Madrid,2,1,1.66532,0.524212
2022,2023-03-19,Getafe,Sevilla,2,0,2.0733,0.81914
2022,2023-03-19,Osasuna,Villarreal,0,3,1.15562,1.5875
2022,2023-03-31,Mallorca,Osasuna,0,0,0.433196,0.507781
2022,2023-04-01,Cadiz,Sevilla,0,2,0.691241,1.72869
2022,2023-04-01,Elche,Barcelona,0,4,0.508304,1.61804
2022,2023-04-08,Osasuna,Elche,2,1,1.68972,0.657812
2022,2023-04-08,Real Madrid,Villarreal,2,3,2.23296,1.24489
2022,2023-04-09,Almeria,Valencia,2,1,1.49927,1.08869
2022,2023-04-10,Barcelona,Girona,0,0,1.05077,0.491057
2022,2023-04-15,Cadiz,Real Madrid,0,2,0.583718,4.49059
2022,2023-04-16,Valencia,Sevilla,0,2,0.527847,1.46976
2022,2023-04-16,Girona,Elche,2,0,1.22906,0.577847
2022,2023-04-16,Getafe,Barcelona,0,0,0.621219,1.04627
2022,2023-04-23,Elche,Valencia,0,2,0.795158,1.05313
2022,2023-04-23,Mallorca,Getafe,3,1,1.917,0.118861
2022,2023-04-23,Sevilla,Villarreal,2,1,0.853114,2.13506
2022,2023-04-25,Cadiz,Osasuna,0,1,1.4054,0.865548
2022,2023-04-25,Girona,Real Madrid,4,2,2.4202,1.63006
2022,2023-04-26,Getafe,Almeria,1,2,1.66712,2.08963
2022,2023-04-29,Real Madrid,Almeria,4,2,3.20538,1.375
2022,2023-04-30,Cadiz,Valencia,2,1,2.16593,1.05204
2022,2023-05-01,Sevilla,Girona,0,2,2.35198,1.13007
2022,2023-05-02,Almeria,Elche,2,1,1.82539,1.01416
2022,2023-05-02,Barcelona,Osasuna,1,0,2.40046,0.355588
2022,2023-05-03,Valencia,Villarreal,1,1,1.04163,0.742844
2022,2023-05-04,Girona,Mallorca,2,1,2.20534,1.34254
2022,2023-05-12,Mallorca,Cadiz,1,0,1.6025,0.611231
2022,2023-05-13,Osasuna,Almeria,3,1,1.87424,0.507884
2022,2023-05-13,Real Madrid,Getafe,1,0,0.879325,0.586304
2022,2023-05-20,Getafe,Elche,1,1,1.58846,1.34186
2022,2023-05-20,Almeria,Mallorca,3,0,1.70726,0.35959
2022,2023-05-20,Girona,Villarreal,1,2,1.31674,1.71579
2022,2023-05-21,Valencia,Real Madrid,1,0,1.49126,2.08896
2022,2023-05-24,Elche,Sevilla,1,1,1.35854,0.889054
2022,2023-05-24,Villarreal,Cadiz,2,0,2.9741,2.09634
2022,2023-05-25,Mallorca,Valencia,1,0,0.538476,2.073
2022,2023-05-27,Sevilla,Real Madrid,1,2,0.980153,0.815661
2022,2023-05-28,Barcelona,Mallorca,3,0,4.40817,0.124265
2022,2023-05-28,Getafe,Osasuna,2,1,2.7187,0.432264
2022,2023-06-04,Osasuna,Girona,2,1,1.91718,0.822488
2022,2023-06-04,Elche,Cadiz,1,1,1.534,2.22255
2023,2023-08-11,Sevilla,Valencia,1,2,0.714148,1.06796
2023,2023-08-12,Las Palmas,Mallorca,1,1,0.871699,1.49411
2023,2023-08-13,Getafe,Barcelona,0,0,0.804505,1.67817
2023,2023-08-14,Cadiz,Alaves,1,0,0.822358,0.227442
2023,2023-08-18,Mallorca,Villarreal,0,1,0.370077,2.12458
2023,2023-08-18,Valencia,Las Palmas,1,0,1.50324,0.741978
2023,2023-08-19,Almeria,Real Madrid,1,3,1.81328,2.8802
2023,2023-08-20,Girona,Getafe,3,0,1.86612,0.754861
2023,2023-08-20,Barcelona,Cadiz,2,0,3.42524,1.11132
2023,2023-08-21,Alaves,Sevilla,4,3,2.17962,0.958638
2023,2023-08-26,Cadiz,Almeria,1,1,1.56203,0.271622
2023,2023-08-26,Granada,Mallorca,3,2,1.81377,2.50232
2023,2023-08-26,Sevilla,Girona,1,2,1.93643,1.07498
2023,2023-08-27,Villarreal,Barcelona,3,4,1.87195,2.95807
2023,2023-08-27,Valencia,Osasuna,1,2,1.87647,1.45939
2023,2023-08-28,Getafe,Alaves,1,0,2.67029,0.860623
2023,2023-09-01,Cadiz,Villarreal,3,1,1.97214,0.494033
2023,2023-09-02,Real Madrid,Getafe,2,1,2.64665,0.893748
2023,2023-09-02,Alaves,Valencia,1,0,1.90475,0.715753
2023,2023-09-03,Osasuna,Barcelona,1,2,0.801843,1.77255
2023,2023-09-03,Girona,Las Palmas,1,0,1.42397,1.18696
2023,2023-09-17,Getafe,Osasuna,3,2,0.736469,1.29606
2023,2023-09-17,Villarreal,Almeria,2,1,1.43205,1.76794
2023,2023-09-17,Sevilla,Las Palmas,1,0,2.43059,1.03513
2023,2023-09-18,Granada,Girona,2,4,1.97263,2.1418
2023,2023-09-23,Girona,Mallorca,5,3,4.19225,2.42602
2023,2023-09-23,Osasuna,Sevilla,0,0,1.57361,0.693906
2023,2023-09-23,Almeria,Valencia,2,2,2.46387,0.995742
2023,2023-09-24,Las Palmas,Granada,1,0,0.701293,0.0378648
2023,2023-09-26,Mallorca,Barcelona,2,2,1.21366,1.62815
2023,2023-09-26,Sevilla,Almeria,5,1,2.90509,1.37069
2023,2023-09-27,Real Madrid,Las Palmas,2,0,2.71542,0.618032
2023,2023-09-27,Villarreal,Girona,1,2,1.89071,2.29941
2023,2023-09-29,Barcelona,Sevilla,1,0,2.5598,1.07557
2023,2023-09-30,Getafe,Villarreal,0,0,0.768368,0.112227
2023,2023-09-30,Girona,Real Madrid,0,3,2.17781,2.78602
2023,2023-10-01,Almeria,Granada,3,3,2.24188,3.51421
2023,2023-10-01,Alaves,Osasuna,0,2,1.5824,1.26744
2023,2023-10-07,Real Madrid,Osasuna,4,0,4.47802,0.164111
2023,2023-10-07,Cadiz,Girona,0,1,0.653575,1.26462
2023,2023-10-07,Mallorca,Valencia,1,1,0.919992,0.509313
2023,2023-10-08,Granada,Barcelona,2,2,0.611577,2.99552
2023,2023-10-08,Villarreal,Las Palmas,1,2,1.16305,1.1602
2023,2023-10-20,Osasuna,Granada,2,0,1.79846,0.776224
2023,2023-10-21,Sevilla,Real Madrid,1,1,1.8723,2.17904
2023,2023-10-22,Girona,Almeria,5,2,2.1972,0.878392
2023,2023-10-22,Villarreal,Alaves,1,1,1.71642,1.79896
2023,2023-10-23,Valencia,Cadiz,2,0,1.6763,0.551967
2023,2023-10-28,Mallorca,Getafe,0,0,0.722341,0.292202
2023,2023-10-28,Cadiz,Sevilla,2,2,1.42705,1.28392
2023,2023-10-28,Almeria,Las Palmas,1,2,0.275712,1.06446
2023,2023-10-28,Barcelona,Real Madrid,1,2,1.32038,0.959404
2023,2023-10-30,Granada,Villarreal,2,3,2.80131,1.90197
2023,2023-11-04,Osasuna,Girona,2,4,2.18398,2.78694
2023,2023-11-05,Alaves,Almeria,1,0,2.57982,0.893084
2023,2023-11-05,Valencia,Granada,1,0,1.18921,0.344591
2023,2023-11-06,Getafe,Cadiz,1,0,1.21452,0.821864
2023,2023-11-11,Real Madrid,Valencia,5,1,1.90598,2.03068
2023,2023-11-11,Granada,Getafe,1,1,1.4404,2.30149
2023,2023-11-11,Osasuna,Las Palmas,1,1,1.44069,0.291858
2023,2023-11-12,Barcelona,Alaves,2,1,1.81139,1.83858
2023,2023-11-24,Alaves,Granada,3,1,0.871813,1.13855
2023,2023-11-25,Getafe,Almeria,2,1,1.39391,1.72918
2023,2023-11-26,Villarreal,Osasuna,3,1,2.84591,1.26437
2023,2023-11-26,Cadiz,Real Madrid,0,3,1.13056,1.84054
2023,2023-11-29,Mallorca,Cadiz,1,1,0.8514,0.251799
2023,2023-12-01,Las Palmas,Getafe,2,0,1.8817,0.76355
2023,2023-12-02,Girona,Valencia,2,1,1.85396,1.00981
2023,2023-12-02,Real Madrid,Granada,2,0,2.2606,0.110085
2023,2023-12-03,Mallorca,Alaves,0,0,0.909609,0.277842
2023,2023-12-03,Sevilla,Villarreal,1,1,2.4784,1.47061
2023,2023-12-08,Getafe,Valencia,1,0,0.841976,0.183916
2023,2023-12-09,Alaves,Las Palmas,0,1,2.20546,0.473883
2023,2023-12-09,Mallorca,Sevilla,1,0,0.533315,0.554467
2023,2023-12-10,Cadiz,Osasuna,1,1,1.15321,1.81825
2023,2023-12-10,Barcelona,Girona,2,4,4.25448,2.93797
2023,2023-12-16,Sevilla,Getafe,0,3,0.80788,2.83746
2023,2023-12-16,Valencia,Barcelona,1,1,0.78681,3.16129
2023,2023-12-17,Almeria,Mallorca,0,0,0.314828,1.51369
2023,2023-12-17,Las Palmas,Cadiz,1,1,0.826817,1.42619
2023,2023-12-17,Real Madrid,Villarreal,4,1,3.22478,0.421986
2023,2023-12-18,Girona,Alaves,3,0,1.92988,0.546438
2023,2023-12-19,Granada,Sevilla,0,3,1.12822,0.514939
2023,2023-12-20,Barcelona,Almeria,3,2,4.04903,1.39703
2023,2023-12-21,Alaves,Real Madrid,0,1,0.388196,0.947483
2023,2023-12-21,Mallorca,Osasuna,3,2,1.68391,1.5871
2023,2024-01-02,Valencia,Villarreal,3,1,2.78114,1.15004
2023,2024-01-03,Granada,Cadiz,2,0,3.87666,0.746073
2023,2024-01-03,Real Madrid,Mallorca,1,0,1.87575,0.840414
2023,2024-01-04,Osasuna,Almeria,1,0,2.03356,0.239636
2023,2024-01-04,Las Palmas,Barcelona,1,2,0.967341,2.3608
2023,2024-01-12,Sevilla,Alaves,2,3,2.49561,2.08895
2023,2024-01-13,Las Palmas,Villarreal,3,0,0.963955,1.71198
2023,2024-01-14,Almeria,Girona,0,0,2.20551,0.246622
2023,2024-01-14,Cadiz,Valencia,1,4,1.55289,1.7596
2023,2024-01-19,Alaves,Cadiz,1,0,1.83115,0.670357
2023,2024-01-20,Villarreal,Mallorca,1,1,1.7328,0.430539
2023,2024-01-21,Osasuna,Getafe,3,2,1.57055,1.50775
2023,2024-01-21,Real Madrid,Almeria,3,2,3.07258,0.928735
2023,2024-01-21,Girona,Sevilla,5,1,2.95279,0.947841
2023,2024-01-26,Almeria,Alaves,0,3,1.80182,2.061
2023,2024-01-27,Barcelona,Villarreal,3,5,2.02779,2.36875
2023,2024-01-27,Las Palmas,Real Madrid,1,2,0.929969,2.05683
2023,2024-01-28,Sevilla,Osasuna,1,1,1.42372,1.07779
2023,2024-01-29,Getafe,Granada,2,0,1.03385,1.504
